0,0,0
1,0,0
2,0.002,0
3,0.003,0
4,0.006,0
5,0.01,0
6,0.014,0
7,0.019,0
8,0.024,0
9,0.031,0
10,0.038,0
11,0.046,0
12,0.054,0
13,0.064,0
14,0.074,0
15,0.085,0
16,0.097,0
17,0.109,0
18,0.122,0
19,0.136,0
20,0.151,0
21,0.166,0
22,0.183,0
23,0.2,0
24,0.217,0
25,0.236,0
26,0.255,0
27,0.275,0
28,0.296,0
29,0.317,0
30,0.339,0
31,0.362,0
32,0.386,0
33,0.41,0
34,0.436,0
35,0.462,0
36,0.488,0
37,0.516,0
38,0.544,0
39,0.573,0
40,0.603,0
41,0.633,0
42,0.664,0
43,0.696,0
44,0.729,0
45,0.762,0
46,0.796,0
47,0.831,0
48,0.867,0
49,0.903,0
50,0.94,0
51,0.978,0
52,1.017,0
53,1.056,0
54,1.096,0
55,1.137,0
56,1.178,0
57,1.221,0
58,1.264,0
59,1.307,0
60,1.352,0
61,1.397,0
62,1.443,0
63,1.49,0
64,1.537,0
65,1.585,0
66,1.634,0
67,1.684,0
68,1.734,0
69,1.785,0
70,1.837,0
71,1.89,0
72,1.943,0
73,1.997,0
74,2.051,0
75,2.107,0
76,2.163,0
77,2.22,0
78,2.277,0
79,2.336,0
80,2.395,0
81,2.454,0
82,2.515,0
83,2.576,0
84,2.638,0
85,2.7,0
86,2.764,0
87,2.828,0
88,2.892,0
89,2.958,0
90,3.024,0
91,3.091,0
92,3.158,0
93,3.227,0
94,3.296,0
95,3.365,0
96,3.436,0
97,3.507,0
98,3.579,0
99,3.651,0
100,3.724,0
101,3.798,0
102,3.873,0
103,3.948,0
104,4.024,0
105,4.101,0
106,4.178,0
107,4.256,0
108,4.335,0
109,4.414,0
110,4.494,0
111,4.575,0
112,4.657,0
113,4.739,0
114,4.822,0
115,4.905,0
116,4.989,0
117,5.074,0
118,5.16,0
119,5.246,0
120,5.333,0
121,5.421,0
122,5.509,0
123,5.598,0
124,5.687,0
125,5.778,0
126,5.869,0
127,5.96,0
128,6.053,0
129,6.145,0
130,6.239,0
131,6.333,0
132,6.428,0
133,6.524,0
134,6.62,0
135,6.717,0
136,6.814,0
137,6.913,0
138,7.011,0
139,7.111,0
140,7.211,0
141,7.312,0
142,7.413,0
143,7.515,0
144,7.618,0
145,7.721,0
146,7.825,0
147,7.93,0
148,8.035,0
149,8.141,0
150,8.248,0
151,8.355,0
152,8.462,0
153,8.571,0
154,8.68,0
155,8.789,0
156,8.9,0
157,9.011,0
158,9.122,0
159,9.234,0
160,9.347,0
161,9.46,0
162,9.574,0
163,9.689,0
164,9.804,0
165,9.92,0
166,10.036,0
167,10.153,0
168,10.271,0
169,10.389,0
170,10.508,0
171,10.627,0
172,10.747,0
173,10.868,0
174,10.989,0
175,11.111,0
176,11.233,0
177,11.356,0
178,11.479,0
179,11.603,0
180,11.728,0
181,11.853,0
182,11.979,0
183,12.105,0
184,12.232,0
185,12.36,0
186,12.488,0
187,12.617,0
188,12.746,0
189,12.876,0
190,13.006,0
191,13.137,0
192,13.268,0
193,13.4,0
194,13.533,0
195,13.666,0
196,13.8,0
197,13.934,0
198,14.069,0
199,14.204,0
200,14.34,0
201,14.476,0
202,14.613,0
203,14.751,0
204,14.889,0
205,15.027,0
206,15.166,0
207,15.306,0
208,15.446,0
209,15.586,0
210,15.727,0
211,15.869,0
212,16.011,0
213,16.154,0
214,16.297,0
215,16.441,0
216,16.585,0
217,16.73,0
218,16.875,0
219,17.02,0
220,17.167,0
221,17.313,0
222,17.46,0
223,17.608,0
224,17.756,0
225,17.905,0
226,18.054,0
227,18.204,0
228,18.354,0
229,18.504,0
230,18.655,0
231,18.807,0
232,18.959,0
233,19.111,0
234,19.264,0
235,19.418,0
236,19.571,0
237,19.726,0
238,19.88,0
239,20.036,0
240,20.191,0
241,20.347,0
242,20.504,0
243,20.661,0
244,20.818,0
245,20.976,0
246,21.135,0
247,21.293,0
248,21.453,0
249,21.612,0
250,21.772,0
251,21.933,0
252,22.094,0
253,22.255,0
254,22.417,0
255,22.579,0
256,22.741,0
257,22.904,0
258,23.068,0
259,23.232,0
260,23.396,0
261,23.56,0
262,23.725,0
263,23.891,0
264,24.057,0
265,24.223,0
266,24.389,0
267,24.556,0
268,24.724,0
269,24.891,0
270,25.059,0
271,25.228,0
272,25.397,0
273,25.566,0
274,25.736,0
275,25.906,0
276,26.076,0
277,26.247,0
278,26.418,0
279,26.589,0
280,26.761,0
281,26.933,0
282,27.105,0
283,27.278,0
284,27.451,0
285,27.625,0
286,27.798,0
287,27.973,0
288,28.147,0
289,28.322,0
290,28.497,0
291,28.672,0
292,28.848,0
293,29.024,0
294,29.201,0
295,29.377,0
296,29.554,0
297,29.732,0
298,29.909,0
299,30.087,0
300,30.266,0
301,30.444,0
302,30.623,0
303,30.802,0
304,30.982,0
305,31.161,0
306,31.341,0
307,31.522,0
308,31.702,0
309,31.883,0
310,32.064,0
311,32.245,0
312,32.427,0
313,32.609,0
314,32.791,0
315,32.974,0
316,33.156,0
317,33.339,0
318,33.522,0
319,33.706,0
320,33.89,0
321,34.074,0
322,34.258,0
323,34.442,0
324,34.627,0
325,34.812,0
326,34.997,0
327,35.182,0
328,35.368,0
329,35.553,0
330,35.739,0
331,35.926,0
332,36.112,0
333,36.299,0
334,36.485,0
335,36.672,0
336,36.86,0
337,37.047,0
338,37.235,0
339,37.423,0
340,37.611,0
341,37.799,0
342,37.987,0
343,38.176,0
344,38.365,0
345,38.553,0
346,38.743,0
347,38.932,0
348,39.121,0
349,39.311,0
350,39.501,0
351,39.691,0
352,39.881,0
353,40.071,0
354,40.261,0
355,40.452,0
356,40.642,0
357,40.833,0
358,41.024,0
359,41.215,0
360,41.406,0
361,41.598,0
362,41.789,0
363,41.981,0
364,42.173,0
365,42.364,0
366,42.556,0
367,42.748,0
368,42.941,0
369,43.133,0
370,43.325,0
371,43.518,0
372,43.71,0
373,43.903,0
374,44.096,0
375,44.289,0
376,44.481,0
377,44.674,0
378,44.868,0
379,45.061,0
380,45.254,0
381,45.447,0
382,45.641,0
383,45.834,0
384,46.028,0
385,46.221,0
386,46.415,0
387,46.609,0
388,46.802,0
389,46.996,0
390,47.19,0
391,47.384,0
392,47.578,0
393,47.772,0
394,47.966,0
395,48.16,0
396,48.354,0
397,48.548,0
398,48.742,0
399,48.936,0
400,49.13,0
401,49.324,0
402,49.518,0
403,49.713,0
404,49.907,0
405,50.101,0
406,50.295,0
407,50.489,0
408,50.683,0
409,50.878,0
410,51.072,0
411,51.266,0
412,51.46,0
413,51.654,0
414,51.848,0
415,52.042,0
416,52.236,0
417,52.43,0
418,52.624,0
419,52.818,0
420,53.012,0
421,53.205,0
422,53.399,0
423,53.593,0
424,53.786,0
425,53.98,0
426,54.174,0
427,54.367,0
428,54.56,0
429,54.754,0
